"","S01","S02","S03","S04","S05","S06","S07","S08","S09","S10","S11","S12","S13","S14","S15","S16","S17","S18","S19","S20","S21","S22","S23","S24"
"P00826",19.1939274792552,18.8783035721451,19.0039754617208,18.7057081960541,19.1889056979791,17.926733327393,18.6932624789989,18.3708977503106,19.1562219729055,19.6112606622044,19.2852508917588,19.0205533802936,18.6004708398453,19.790618052299,18.864742458993,20.0198351195988,19.748160054585,19.9386614526502,NA,20.0147830981079,18.5707484359064,19.9788620699965,19.4568125111537,19.7164218396921
"P00827",18.4066920732247,NA,19.6262512552652,NA,NA,NA,NA,19.7646524033915,NA,20.5931363186648,20.6091274301119,NA,19.474650123897,20.4485230178357,20.4578048898563,19.6202242807699,20.7935731385321,21.1710973818724,20.4005615658181,21.1753729785328,20.4076212855548,20.7153759076532,20.4407681300909,20.8576556257691
"P00828",17.6015721757234,17.0076463316852,16.7941277122721,17.1379735686455,17.3284819550772,16.2733373059178,17.1659262490166,16.8129255186452,17.5941362181924,17.0292686061778,17.5085274415783,17.8969815653389,17.3486132062617,17.8914318706729,17.5371594362815,17.6508534202926,18.0602209307936,17.8553485675001,18.2872475467187,17.9062871879947,18.1381238187027,18.0214767343529,18.2838842419353,18.2346540977528
"P00829",18.4698676447422,18.871080990778,16.9133453775027,19.6629269894601,19.1940249603904,19.7815634465583,19.3824407704873,19.3876179545964,NA,20.4347223364677,19.3829183536699,19.9150764105265,19.4663824182677,19.9053528730167,NA,19.6383040860772,NA,20.5016969374273,20.2014123250017,20.7114790909291,19.4382341382223,20.5456369227495,20.3373837793723,19.8610795660318
"P00830",19.3828744107893,19.4115390861008,NA,19.2710175456965,19.507823893978,19.3904170637038,19.7493893255494,19.4751765358815,19.5302907965118,20.1895581133763,19.5562298623932,NA,NA,20.0929550935613,18.7397792040899,19.8432889866697,20.3721437440939,20.1608710152669,20.5752645975405,20.7951131805913,20.4064136705186,20.4371487935525,20.1605703436151,20.3157871662271
"P00831",18.6530688967395,19.0624963586686,19.1562434748583,18.7723102977687,19.0497060779172,19.3982945001502,19.1448718060498,19.0966077641876,18.9115503208914,NA,19.9280344030749,19.9362534657992,18.370513235989,19.3948376366755,19.3147361607191,19.4381680226679,20.2397227512365,NA,20.1693778310706,19.2225964325665,19.8885093018244,19.0853711239844,20.3194855534608,19.5832633278295
"P00832",19.7965504117367,19.6376811720201,19.904337733293,NA,19.8798180290376,19.8867565837372,19.7146392748122,20.1631109322158,20.4188981208364,20.3349394574176,20.5618368976951,19.3841804198975,19.5224258613162,19.8160739883852,NA,NA,19.7709404152552,20.8110360864172,20.5096220767448,NA,20.7750118754917,20.384446578549,20.6254925904565,21.0230158571379
"P00833",19.9212630656958,19.8086355077206,19.425064491233,19.5631907577829,19.9963893097643,19.2777591189537,19.8231966578345,20.702840433321,20.4783655160247,20.6411449666266,20.3853031261445,19.3207917893,NA,NA,20.0667867833766,19.8183769768576,20.8704375584779,20.7440897908182,NA,20.9991445216155,20.6078054163172,20.3653901346829,20.9054641430834,NA
"P00834",18.1104337510075,19.2685862293254,18.3627820435871,18.869771209534,19.2957058290788,19.1824308386203,19.2206573735671,19.1887275959555,18.5833273470425,18.7384157203522,20.1865821938534,19.5661033093891,19.2336994161079,19.9499325974271,19.4747008819253,19.5442253160131,19.737474039957,20.1967207862193,19.6396672797809,20.0692696184305,20.7439932861168,19.8897103187015,19.7405583811672,20.3463604048177
"P00835",18.9652528692266,19.0079282459656,19.2737505850972,19.1489934234095,NA,18.5573452192724,19.1434664739236,19.1516512980989,18.8332801845842,19.5776943028133,NA,19.4186255738307,19.2894900281441,18.8200066701394,18.9721167337209,NA,19.5683384219502,19.926320700979,19.8784350602878,19.76327930589,20.0919676810386,19.7473873427659,19.5990224674688,19.6079331136323
"P00836",19.7991193537311,19.5499995748291,18.9753039900884,18.4845045766764,20.0194861520567,19.7170699307962,19.2175477854514,19.478630552589,19.6861339559513,19.6895666591219,20.2715190948832,19.877281915242,20.061612372359,19.7682132196574,20.1929165992139,NA,19.7639867037466,20.545528735859,20.4895880081848,20.691459158263,20.4030957533485,20.1725459847257,20.2606685213519,18.9810815002593
"P00837",18.3228428600439,19.2517694926257,19.4621452547068,NA,19.6244559988228,19.1227772901231,19.9334154299274,19.3282205872957,20.3517904248658,19.6476482502203,19.3219333494954,20.3811766959425,19.2227757063354,NA,NA,19.4101815687779,NA,20.5119605645883,20.0818936144665,19.9688666793756,20.3787465258418,20.6275484402316,19.3213700710003,19.9894689743421
"P00838",20.4097232751385,20.410628432509,19.9669459634443,20.3913982133501,NA,20.5433138108457,20.4762719819284,NA,20.806934688253,21.0275915389452,20.4526327417451,21.3791230660462,20.0460660977285,20.9586987897301,20.5892875918239,20.7200559991935,21.1652253702259,20.6509825632922,21.5465474007283,21.3085051842296,21.1519571199933,21.4213707416904,NA,20.8700539920704
"P00839",NA,19.8816011230299,19.5416335706099,NA,19.9583149048935,19.9508605711125,19.923997277035,19.4873949583301,19.7018025319458,20.3180765471223,20.290613785424,20.211108213932,19.6735754147618,20.1061487330039,20.0539971565234,19.9676521198982,20.8610754712951,20.5541662949045,20.6174566526901,20.8086267129849,20.9300472893281,19.3372677978815,20.5478850988808,20.7687584761261
"P00840",18.6818014838367,20.1826761354159,NA,19.8537664559143,19.7593260663318,20.2839725101514,20.0074253739099,NA,20.8842373955511,NA,20.3949385080702,20.2903749766528,20.3352282165338,20.4615076790734,NA,20.2465597601191,NA,20.600849606047,21.5166942287109,20.9994109159124,NA,20.6679973687172,21.1697801157928,21.3780307310433
"P00841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00842",19.6327561824255,18.0999142608858,19.1507969056718,19.2593527609994,20.1081761699036,19.7871012254962,18.9178950965533,18.4094929397176,19.6040132786877,20.0475459096422,19.031402539252,19.9396983194331,19.1160526676889,20.1847355992171,19.7795567110557,19.7816585480585,19.9419120475255,20.376137055193,20.2618844458407,20.4563293569159,20.2794176409464,20.8013275517214,NA,20.2984157402379
"P00843",19.5245774170603,19.5384285716284,18.873100418471,NA,NA,19.2073058078877,19.9826285032113,20.4491539699771,20.5039308779553,20.0880221136154,20.4137634338629,19.63353617184,20.1106941666463,19.9334675380292,19.6752833670903,NA,19.4154326559174,20.8692186078167,20.7061929196309,20.2243085753078,20.6707972881038,19.7234076328309,20.541583241383,20.2692046690571
"P00844",19.1471555855898,18.292195415331,17.7059020681931,18.4861059032099,18.9898410448582,18.6625610533781,19.3651307487544,18.2079301329614,19.1395317394321,19.3591786184147,19.3295536325349,19.1396168774871,18.7146956269644,18.9561326667942,19.2915458112382,18.499249526478,19.6957512725641,19.4945402933863,19.5039199429106,19.0660324636498,19.2817269468943,19.258850606988,19.2542846988237,19.7025360445845
"P00845",19.8727212477003,19.757677508504,19.5770785824439,19.9028533390053,19.9512464286106,19.4177957219822,19.0115019284531,19.6061589146382,20.0887998014943,19.4915281312988,20.8029569113023,19.8753357491202,20.1025217695136,19.1704725619717,20.1236629459877,19.7501050991726,20.3698476495437,20.4262892691861,NA,20.626498431004,20.9786338502766,20.7142991331303,NA,20.8651477972658
"P00846",20.0158317950957,19.4773490494424,20.067607644486,20.5633652915804,20.0186927448085,NA,20.759618722474,NA,20.7163785561504,20.3818083306355,20.8572125237588,NA,20.5303327919499,20.8142481506836,NA,20.4048685393011,NA,20.2552222687896,20.6144197835346,21.1500566970492,20.87202781677,20.3796595046403,21.3872182428939,20.4328398845972
"P00847",16.7418762291594,17.4637953332102,17.0951717774729,17.0004777848542,17.1435588377049,17.4558845172791,16.7797886520019,17.7665410575955,17.7874523245918,17.601152079464,17.820238984209,14.6096265269466,17.4648413523339,17.1877860809228,17.6582550943582,17.9652823173499,18.3656209173831,17.4283845438166,18.5307340158672,16.7419605910813,18.0723111232971,18.5157879522279,18.0206117492129,18.38120469671
"P00848",19.9632730079848,18.8231426172718,19.402352383795,19.4607229038217,NA,19.4999050126342,19.4526780062557,19.3488927072948,20.2943892853212,19.6519251854317,20.2936080977907,NA,NA,19.9169932940197,19.5660004346212,19.5156772803569,20.4628890518032,19.6824112295269,20.8493769319186,19.803124711997,20.1591154982445,20.3247980180354,20.3575142111237,20.0936964082708
"P00849",19.2045574048446,18.6819866046264,19.7001836190077,NA,19.3638687944541,19.7060720714295,19.5205140989301,20.1275635101413,20.0617645373086,20.3416238966132,20.41415003487,20.4525107745628,NA,19.8384835532105,19.3834463480998,19.7442583260488,20.3161696434366,20.6312956959936,20.0711332592142,19.4923239344508,20.3464919809771,20.1030082653745,19.51887783437,19.7782690198089
"P00850",19.4821580591426,19.9992749753023,19.5883647297963,20.0091372796484,19.5192602378703,19.3644976654445,19.4621804112427,19.7143384250667,20.363908014199,20.0589647629596,20.3806125086796,20.4466596599103,20.3645919383513,19.808822470173,19.7540110263254,20.2169949118284,20.6269293119103,20.095575470494,20.3235558776762,20.0058978368897,19.3997770349442,19.761023629157,21.1172475859246,20.3219954749997
"P00851",19.1589664103616,18.6705129505804,19.5681569629086,19.4510450664414,18.312051683619,19.8498845386124,NA,19.0759595092803,19.8134415981079,19.6918035929285,19.4643005645184,19.1075477685246,19.5929051608423,19.0400313842581,19.626687398181,19.1942116029364,19.8349889000011,19.8925347701665,20.1901955552037,19.4476678896056,19.9524201346693,20.1846926929168,19.487613472899,19.569715725133
"P00852",18.5610027636996,18.1239464376744,NA,19.2139120298747,19.3826536032242,NA,18.9632000423368,19.3312577409909,19.6385214677538,20.1911455945939,19.3911545223389,19.3211710624255,19.1963450900679,19.0929564779261,19.4803248769575,19.1416091158034,20.1003556975492,19.5345696497444,19.5853369220914,20.0716727594953,NA,19.5805353024515,19.9040118528696,19.8956775726552
"P00853",20.2193994176351,19.9390819642062,19.9647710672381,NA,20.01527454954,19.9183899186877,NA,20.0680535957702,20.8493397991187,NA,20.7379201710262,20.437835035509,20.0035777868702,20.7999084946044,20.354101671312,20.1010821685081,20.8397722365589,19.6755819851483,20.3686073081248,21.2661547205803,21.1145260826222,20.8575442363611,20.6641661373983,21.1814963510507
"P00854",19.6117232079438,20.4172183334103,19.9757626192643,NA,20.4873577906041,20.3358901409987,20.2841874323666,19.6982637343202,20.5237339296709,21.0444429649652,20.327188064069,20.3609910096412,20.377653260461,NA,20.6196105802683,20.715100876248,21.3080076658624,21.3014155874268,21.1334677005623,21.0521665593347,20.8735561681085,20.6607063220347,21.1549436264279,21.2049745034544
"P00855",NA,20.5171806899533,NA,20.353074521382,20.3502797897088,20.0523240384168,NA,20.6168544035448,20.7386936630333,21.2009461187195,NA,21.3902416884092,21.1136075789762,20.2546947008911,20.1666749341434,20.2696434520346,20.7831880849607,21.0692520224407,21.0641843486157,21.1291510316128,21.4402508617219,21.2406786472669,21.140149222304,21.0986374944373
"P00856",17.820892335093,16.8608705871425,17.2552309456602,17.2884760672641,17.3348398966139,17.6027208628006,17.915705299503,17.6204829666911,18.0346828632945,17.4541890264076,18.3453975197834,17.9299014711333,19.6092384901295,19.02068714141,19.6466505064509,19.6824195964201,19.2743112790598,19.9116994153044,20.1711950378407,19.2057860540175,19.6021979062942,19.951827182347,20.1427950368989,20.0981710633088
"P00857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00858",18.8144230063517,19.6355975697884,NA,19.4026417589243,19.7071993104628,19.8446874848642,20.0619399193989,19.2932703790998,20.5446701940477,NA,19.9198005736523,19.9941020311473,19.6521024235546,NA,19.5686476286965,19.3359966581831,20.269936980027,20.7580620024214,20.0271491273352,19.9313729894777,20.8009557287208,NA,20.6617927243494,20.9322137278752
"P00859",19.3018394589483,18.963094125165,19.5742355333813,18.7433588260546,17.8695794349676,19.3892214860021,19.8023134518871,19.2538596119762,20.6917748178103,20.0000939217032,20.2355622768888,20.7042181888732,19.8650656312422,19.3639479441817,NA,19.0298895324626,20.4056487132778,20.6481318925153,19.3181343137148,20.6431262800859,20.3138415003023,20.7512133039144,19.8558299412952,20.7647373374915
"P00860",19.1535552049574,NA,19.821911292558,19.8375586036656,19.9273979316636,19.3417052288583,NA,19.7199557606461,19.8702106849316,NA,20.5749211209525,20.2979863722296,20.270116395467,20.0333865333549,20.2748382597188,20.4122063004393,20.3502507772923,20.2499506882462,20.8701429955224,20.3135811773329,20.7532537246949,20.9579825012104,20.1512095954667,20.5930220833604
"P00861",18.7614937562101,19.5616155013045,19.3292422209011,NA,18.3955710547957,19.5629916509801,19.1691581175112,19.6114035921027,NA,19.8476121424393,19.8218337866643,19.6321362335009,19.0059756960342,19.2042947179521,NA,19.9189857533865,19.9899112186395,20.3501496977698,19.8967700265638,20.0806543510985,20.2983138172055,20.2899739009108,19.7540382147433,20.4321089013329
"P00862",18.9748198139049,19.5916794850772,19.6183106934484,NA,19.6720866068192,19.8675789072215,19.7273510506798,19.6440132177011,19.8255184746694,19.9983960622665,19.9257198894381,NA,NA,20.6468802258765,NA,20.8936070291862,21.3705842533107,22.1600398250266,20.9231106501669,NA,NA,21.8998188761719,21.2472854462342,21.8619396859957
"P00863",18.2310875419825,18.8325404056275,17.9354007503382,18.5657402498457,18.4402415967026,18.615724666632,17.9428630307662,18.3800142338392,19.2381653864603,19.393725919133,19.0948185656665,18.9698090335213,18.6188568253651,18.4822060713698,19.2848573925541,19.0595878472042,18.7751589701585,18.7742711389856,19.5514937450772,18.8357063045095,19.5661255333553,19.295880726847,19.4561453967435,19.2678155937094
"P00864",19.828201263261,19.6526199838143,18.5393193862448,18.2491887431992,18.5503407413991,18.4450643252262,19.1091900550353,19.106578102608,NA,20.2682009462576,20.1876727498311,18.9598920514039,19.7960678096948,19.6587001452501,NA,NA,20.1036604976259,20.1982700226122,NA,NA,20.6205191733358,NA,20.6867836457646,20.2411347938333
"P00865",20.2707842749277,NA,NA,19.9778684528721,20.4012695485037,20.6883998111451,20.2943438058651,20.5003118549129,20.3699773800991,20.9724775211067,21.0180636610902,20.667120206039,21.0756301808442,20.636096102066,20.7418326889912,20.5776088089265,21.4657514503611,20.1320283981942,21.1060345676826,21.5785857941862,19.7543384981132,21.2333104415683,21.7416332939969,NA
"P00866",19.2545254088504,19.4632738500537,NA,19.639523938328,19.6606112286347,19.3919423236391,NA,19.3760223806507,19.7072125539666,20.6801934511583,19.8872692114622,20.2299405174835,21.338436410792,20.801972810489,21.7406796233398,NA,21.5739804751568,21.5917195502979,22.5664993321881,21.8441956411868,22.2574030285025,22.6216105756692,22.2727666587217,21.8302774624851
"P00867",19.4505862608497,19.5149307209478,19.3544121588851,NA,19.6513918130651,19.6104148802938,19.813107811194,20.2482823464201,19.9775978739486,20.4114959142211,20.0390215995695,19.9246618295088,19.5298986283186,19.0423626752565,20.0424401281622,19.7374375300235,NA,NA,NA,20.2581498301372,20.1044372563838,NA,NA,20.6752088828301
"P00868",NA,NA,19.8565413842508,19.5653743258087,19.4076807811659,19.235737649402,19.297430067391,19.5978242502735,20.6230759140651,NA,20.3410721780605,20.1733382846074,20.3611413395651,19.646975755745,19.8950651478728,20.1304231574422,20.479909497665,20.5121745131212,20.9236622633011,20.7007849458648,20.94040977619,20.3621487786093,20.7630236388327,20.6095188440941
"P00869",19.3184215184831,18.950727300607,19.4733922594407,19.3746267393394,20.0888465550617,18.9632808255762,19.7442943547993,19.2694239648034,19.5923759192132,NA,20.6607680686911,20.6838115726496,20.0577712372163,20.444718191101,NA,20.1876588508264,19.4261888896596,20.2142997777639,20.7640582805988,20.4326746086495,20.7036862550901,20.8818110277579,20.6611617176189,20.8454795342177
"P00870",18.4581327161804,19.0983525025911,19.5686875202557,19.7955379449478,NA,19.1937839727644,19.7541999988601,19.9615694312229,NA,20.1469281511528,19.856867994385,20.4049339292658,20.9518305340629,20.9994681577618,21.2160887559553,20.3225671500927,21.6359488484208,21.4852939659161,20.8406035666141,21.2567840460603,21.5162645601236,20.8414229688532,21.2937663924468,21.1728599271868
"P00871",19.2627380759728,19.5517498553332,19.3422543772212,19.7677470387985,18.5092450978254,19.546181605861,19.3963136610061,19.3388332455981,19.6871637956326,19.9371230264008,NA,20.2183416509637,20.0165438021632,NA,20.3370396332605,20.2703161273143,20.7270703222486,20.4144438128947,20.7574773023247,20.9623720894183,19.7622284516078,21.0262326773042,NA,20.5882872904145
"P00872",20.3040144172483,19.8923514729889,19.9576755286002,20.4467443814101,19.8042329245096,20.4826110077355,20.0381612360941,NA,NA,20.6676940951019,20.8287314569169,NA,19.710029741609,20.430841804331,NA,20.0935006223184,20.8350535700955,NA,21.189713090315,NA,21.3835784835653,NA,20.9547801503989,21.269101021542
"P00873",19.9214629743648,19.8660326561694,20.2783845813803,19.9312969717049,19.7159608420123,20.1046203766133,20.0398125428811,20.4426006911384,20.5609265394991,20.2856037905466,20.6237166633736,20.2057344849583,20.5653899630037,19.9579782164096,NA,20.4539610151879,20.9632242765814,20.549093105645,20.2254602012576,19.3061630106606,21.3984753226239,20.4282409914195,21.5283338040669,20.5702942551446
"P00874",19.1955765176385,19.523541738177,19.758034692877,19.8388870892027,19.4264227372357,19.2572125336347,20.0174483326446,19.6760318150363,19.8682692297272,19.7411145843327,20.2574622756383,19.9570639718143,19.5425135587363,19.6110908419514,NA,18.601294449458,19.9546569541508,20.4252281000126,20.1236469966765,20.3353490940365,20.7098495538648,20.4476616424696,20.5191046800353,NA
"P00875",20.2408951515702,20.3304424832273,19.2723362762256,18.692199907058,NA,20.42744980107,20.3677133857383,20.6351720342046,20.7196154292759,20.0044328406063,20.8893940723993,20.3023697371434,21.5546080416112,21.5604449636895,21.2876430544814,20.9823167936631,21.6469310321854,22.2107270428723,22.0255201771759,22.1357926095646,21.2452924745757,22.0166818819698,21.4935592710353,22.4781176016763
"P00876",NA,NA,19.4208551834091,19.6470064779956,20.5252825555101,20.2126631881665,20.007148029899,19.764039453434,20.5259738416686,20.512011169573,NA,20.5168620092204,20.1035066685888,20.466211699847,20.1515333945568,20.0139150054318,20.6333686209299,20.3480214863971,20.5869975659719,20.2851259123683,20.5793689164478,20.9030917950665,20.9805370589508,NA
"P00877",19.8019473631814,19.6689158000171,19.7269257584992,19.9326190028066,19.0792594757869,NA,20.137660852577,19.8492826933434,19.9879224863085,19.8072964080038,19.5501015312134,19.9920359499584,NA,NA,20.210738535315,20.1266658801144,20.5938636510248,NA,NA,20.3950784888354,20.0873631944799,20.5768043406045,20.6927039960368,20.7068815477327
"P00878",18.897604715256,19.1400399103136,NA,19.6825034165919,19.5761902431906,18.9789873251033,19.6766930322558,18.8512947242385,NA,19.3560712059188,20.2491974229718,NA,21.025915543254,20.8416391605523,20.9543827008827,NA,21.2384072069883,20.9553503583836,21.7781264582858,21.5578464233444,21.6425129617076,NA,NA,21.9834191217398
"P00879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00880",18.7189938188717,18.9051347177105,20.3709385710174,NA,19.5696092822001,19.7984534434185,20.3544350177305,NA,20.6565108066089,20.0794656169068,21.0017708557041,21.0585699676151,20.5052783073091,19.4485980444494,19.5788643118854,NA,20.276730996853,20.2646034246059,20.3998505239567,19.2929361035389,21.6946767554147,20.7681100456297,20.9723342958881,19.8877055043842
"P00881",19.781403012648,20.084167714286,19.2744488338375,20.1973350868151,NA,20.0384416297518,20.5206757667761,20.6368109197743,20.9233211636588,20.9053344222958,20.6637871528741,20.4941236562582,19.9708893238473,20.0437740834667,19.6005240150889,19.6136500975287,20.4646608388265,20.6297332318927,20.0057354855367,21.1767266954941,20.8833805025806,20.9301768295237,21.0090032032555,20.4070103185907
"P00882",18.7463484269995,19.0999185817695,NA,18.0028012661963,19.3340120763244,19.5323836030533,18.4623911022545,18.7825217044381,19.7641435427442,NA,19.69343673044,19.7919477088158,19.2816348462499,NA,18.0984385813852,19.4156034584762,19.610179222052,19.7445672683312,19.6712075678714,19.2982150167626,20.0971659018385,19.8060046345769,19.8144439526245,19.7397403983828
"P00883",19.9709650198373,19.4138808114699,18.6156388222022,20.0482533867825,NA,20.1084805179753,20.1017822948607,20.0994841053739,20.3381460288533,NA,20.4070788839104,NA,20.2938769813452,20.8728360620322,20.2762369589257,19.9866101520551,20.8914697942344,20.8711078059993,20.2821342394029,20.8958312693157,20.7086560259211,NA,21.1586107275158,21.0636398493981
"P00884",19.0852782552429,18.4158143163267,18.634970960513,19.1005865930642,19.0410809378865,19.4277730774177,18.3229777588147,18.6069519623554,19.6222006733029,19.4012493981275,19.4447456357483,18.7627105410166,NA,19.6322572072636,19.6194367205809,18.9948460074407,20.0886850559119,19.6845155961171,19.3915236926885,20.2436783737339,20.1331908960315,19.9365906128735,19.8332539138302,20.2901257598692
"P00885",18.3000384320935,18.4480893639485,18.8407455662577,18.7539869885354,18.7854425669314,19.2631453715671,19.5555585970532,19.682650493187,19.3717523417442,19.4881788035511,19.7369437493321,19.6789060216886,20.872738607344,NA,20.8639576022876,NA,NA,21.6995838187107,21.1309327466707,21.6030154998009,21.3294016552518,21.7453279338478,21.8853973639052,21.6828038346513
"P00886",19.7260244903643,19.8580835397945,19.6118509482792,19.6517597967921,NA,19.0924850142531,20.3336103737253,20.0178569888032,NA,20.1656319294279,20.4825238896191,NA,20.1885655349645,20.1498349336329,19.97399695452,19.3549451920897,20.4053231664721,NA,20.310696216368,20.8243788208456,20.7521292395105,20.1393318137955,20.8309564110619,20.2271019549889
"P00887",19.5467887199641,19.1832906153054,19.6154052497468,NA,19.8609795670366,19.5632379628965,19.0557558229236,19.4470182560916,19.8260541715612,19.9052493104227,20.1005468928755,19.9609985244286,16.6989258781191,17.6719428753375,17.6635941615022,17.6840160706411,17.6963891470545,18.2006422872405,17.6612784976727,18.0774655336771,18.442475150512,17.8540409161278,18.3778587005358,18.0136859741821
"P00888",18.7075282489065,19.2440897335098,19.9091842857184,19.8217717324268,19.9746609559238,19.7643268881531,19.7816166021158,19.7104681554625,20.2900098744087,NA,20.4420706658778,19.3124009276947,NA,NA,20.2947787938994,20.0235416813126,20.5335433427759,20.9274863147664,20.6378748219142,20.7561925826988,NA,NA,20.9080279579252,21.0823493412539
"P00889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P00890",16.8940407237085,16.5428773255353,16.4426135720824,16.7598124521678,17.156175705532,16.5365506018998,17.0385192899615,17.4107754576211,17.6885020255141,17.2256047508463,17.231620864316,17.5884951165342,16.8113928291765,16.1635630568368,17.3083995576386,16.3342770709742,18.0502776315864,17.7681457606405,17.7654575500914,17.8485255045561,18.3538291007083,17.8252021319577,17.7375017705602,17.5874004048714
"P00891",20.4446559907282,19.9189411660935,19.3212811248986,19.7561696379934,19.5628232369053,NA,18.9636830885244,19.9872155533153,20.6734907877782,21.1439059479955,20.111182287156,20.8803347519413,20.7374027963356,NA,21.1276806752522,20.6353092292861,21.1908652653886,20.9717184267074,21.5532694626749,21.0885149054418,21.903106704023,21.4937490549714,20.3702526543121,21.5913203745594
"P00892",19.7028100055669,19.7075947833216,18.6985566199332,NA,19.6891962902239,20.2644380275612,20.3787012759526,19.2439943274592,19.9732904785029,20.4861012095044,NA,20.6189749055787,19.8780290166584,20.0965681305756,19.9561965146956,20.4117751064795,21.0422139873922,20.4459340652453,21.0119584100805,NA,20.8591231172756,20.6506813115294,21.1098684245853,21.1861932516484
"P00893",20.6813562871966,20.4437960734393,NA,20.3371337089332,20.4156618749026,NA,19.2943212608521,20.2965466830185,21.0804062587164,20.7144505922225,21.0063872605043,20.5148876293731,NA,20.7585500972497,20.6096515006096,20.5590148014401,21.2632613202426,21.7138474478585,21.0241527358507,NA,20.8317762533086,21.0286915646198,NA,NA
"P00894",NA,NA,NA,19.8038557548517,20.4816672573435,20.0327824736973,20.7667501598914,NA,20.7357893276936,NA,20.3638115185569,20.8232744342022,21.3528957715577,20.1472247832957,21.2017857051178,20.2062812078939,21.1310869313028,21.1635763067762,21.3411777531897,21.4924791097134,20.5453164021472,NA,20.9724324646802,20.9270760692545
"P00895",NA,19.2831655987746,20.2425615920972,18.9865983079313,19.9452579194547,19.6560693446012,20.3696132758856,20.276235674229,19.2382212517217,20.3096929873053,20.5290132097578,20.6565377660296,19.1560700051431,20.6404685210913,20.0655327860331,20.4461454460529,20.9334107940735,20.0238760010741,20.3459107209253,20.9051746567583,NA,20.3428452772783,20.3218198153121,21.1096834919016
"P00896",19.2469824850896,18.4407836492493,18.469639643104,19.0991411558727,19.2992094095132,NA,18.6530441559146,19.2775124998306,19.3003193618225,19.5577937361582,19.3986935786793,19.7052938341429,19.0322135209665,NA,19.255910939688,19.4414596702109,19.4665204743485,20.3509254351876,NA,19.8800770265755,19.7939532669044,19.9926295534927,20.0969512974212,19.7970067957237
"P00897",19.1684478846289,19.5313068550336,20.0831184711078,19.7850585769746,NA,19.8919192726216,19.770258146712,20.0477503317404,20.1062997327359,20.7049940454355,19.5345907044407,20.3806915728626,20.0695563654011,NA,NA,19.7722304790307,20.6186784701135,20.0242667824742,19.8584157825269,20.3042104605843,20.3832441781705,19.59975353221,NA,20.3298271204017
"P00898",19.2099487172133,19.9507949725929,NA,NA,19.8842304393856,NA,19.650110108071,20.4794668301857,20.9710580274569,19.9761130704471,20.173237653393,NA,20.2796977843265,19.9972783672163,19.7206364359743,19.894025829496,NA,21.0581026787656,NA,NA,20.4867802889807,21.1829841454728,NA,20.6836333111376
"P00899",18.9190133817146,18.9427582617879,19.2973972574228,19.2519180369795,19.2271275437909,19.7397578384795,18.8966076371016,19.1723408442113,20.1439019463494,19.7998134950487,19.4128036076131,20.0852733147549,20.3694195137572,NA,21.1044296882665,20.9532385659318,21.5974651484227,21.3662213762966,21.2677842985439,21.2922833412126,21.1268297247993,21.6407804409809,21.4533428792578,21.1818917917323
"P00900",NA,19.8275767574742,20.035256972956,NA,19.6779763858282,20.0548712520499,19.8324856688344,19.9723670299676,20.6430092729481,NA,20.719811408322,20.4915002514313,22.2343334046611,21.8488257544973,21.5293976992995,21.7944307974533,22.843580517718,NA,22.545422339548,23.0477413928387,22.9260785326111,22.8838739898789,22.7442808162315,23.0648967957594
"P00901",18.5201758227529,18.8330843648929,19.6909963411778,19.6554620685164,NA,18.9167117380843,18.9019501641428,19.3746315120135,20.0739962679137,19.3083484803052,19.6909673731388,19.4953598987751,19.5569339712724,20.2120609392488,19.789048214008,NA,NA,20.0337708561388,20.1005775929304,19.8268633672708,20.5237030728007,19.6100033370666,20.5613395338637,20.5794712510103
"P00902",19.5885998744525,19.3332938089961,19.3743928285891,19.8760396232157,19.6727902854533,19.5916986574995,19.2025810500295,19.3191237407729,20.3316595969501,19.8421460714326,20.3612047656936,19.1226423384524,19.9507276844362,18.2468713003451,18.9883720375581,NA,19.9357811913708,20.7138023162472,20.7647710026514,20.0677881421073,20.445796360464,19.6417228457812,20.2984685097266,19.4790503906135
"P00903",20.1904085518846,20.1764172570578,20.1044476430883,20.4564235108782,20.5852302491698,19.6737735667291,19.8040242824658,20.4700113592433,20.6809899924663,20.6550000689927,21.4083600675582,20.6123478771645,20.4625231601733,20.2730948867892,20.2966807389909,NA,20.9611372371288,21.1020827998342,20.8797883865376,19.8903123622307,NA,20.8078961426395,20.6987477725079,20.669521643119
"P00904",20.6259629227715,NA,19.5609078348261,19.8220592771456,20.4447128166296,20.288188128666,20.8833091278301,NA,20.237944328907,20.9562262264876,NA,21.1229911551659,NA,20.3288716510498,20.0639572398033,20.180806441112,NA,NA,20.805897032367,20.6611555104528,20.2322131329911,21.3292629015225,21.0012683649541,20.9422803843658
